sub	elec_name	number	event_scores	null_scores
9	LENT	2	0.5391304347826087	0.40869565217391307
9	LENT	3	0.5652173913043478	0.4608695652173913
9	LENT	4	0.6434782608695652	0.5652173913043478
9	LENT	5	0.5739130434782609	0.5565217391304348
9	LENT	6	0.5217391304347826	0.5217391304347826
9	LAMY	1	0.5826086956521739	0.46956521739130436
9	LAMY	2	0.5217391304347826	0.46956521739130436
9	LAMY	3	0.4782608695652174	0.5565217391304348
9	LAMY	4	0.5391304347826087	0.5130434782608696
9	LAMY	7	0.591304347826087	0.45217391304347826
9	LAMY	8	0.6173913043478261	0.4956521739130435
9	LAMY	9	0.4956521739130435	0.5391304347826087
9	LAMY	10	0.5739130434782609	0.5391304347826087
9	LAH	1	0.48695652173913045	0.4782608695652174
9	LAH	2	0.5565217391304348	0.48695652173913045
9	LAH	3	0.5652173913043478	0.46956521739130436
9	LAH	4	0.4956521739130435	0.41739130434782606
9	LAH	7	0.5739130434782609	0.5652173913043478
9	LAH	8	0.5565217391304348	0.5217391304347826
9	LAH	9	0.5565217391304348	0.5304347826086957
9	LAH	10	0.5739130434782609	0.5391304347826087
9	LPH	1	0.591304347826087	0.4434782608695652
9	LPH	2	0.6173913043478261	0.4608695652173913
9	LPH	3	0.6086956521739131	0.5304347826086957
9	LPH	4	0.5217391304347826	0.4956521739130435
9	LPH	5	0.5217391304347826	0.5304347826086957
9	LPH	6	0.5652173913043478	0.4608695652173913
9	LPH	7	0.5565217391304348	0.5217391304347826
9	LPH	8	0.6608695652173913	0.4956521739130435
9	LPH	9	0.6	0.5217391304347826
9	LPH	10	0.5739130434782609	0.4608695652173913
9	LPINS	1	0.6434782608695652	0.4608695652173913
9	LPINS	2	0.591304347826087	0.45217391304347826
9	LPINS	3	0.6086956521739131	0.4782608695652174
9	LPINS	4	0.6	0.4782608695652174
9	LPINS	5	0.5565217391304348	0.45217391304347826
9	LPINS	6	0.48695652173913045	0.5739130434782609
9	LPINS	7	0.6173913043478261	0.4782608695652174
9	LPINS	8	0.5043478260869565	0.45217391304347826
9	LSTG	1	0.5739130434782609	0.4956521739130435
9	LSTG	2	0.6434782608695652	0.4434782608695652
9	LSTG	3	0.6086956521739131	0.4
9	LSTG	4	0.5391304347826087	0.5565217391304348
9	LSTG	5	0.5826086956521739	0.48695652173913045
9	LSTG	6	0.5652173913043478	0.4260869565217391
9	LSTG	7	0.5739130434782609	0.5304347826086957
9	LSTG	8	0.6347826086956522	0.43478260869565216
9	LTPO	1	0.5826086956521739	0.4782608695652174
9	LTPO	2	0.6347826086956522	0.5130434782608696
9	LTPO	3	0.6347826086956522	0.5739130434782609
9	LTPO	4	0.5739130434782609	0.5130434782608696
9	LTPO	5	0.7304347826086957	0.5043478260869565
9	LTPO	6	0.6521739130434783	0.5565217391304348
9	LTPO	7	0.6782608695652174	0.4782608695652174
9	LTPO	8	0.5478260869565217	0.46956521739130436
9	LOFC	1	0.6608695652173913	0.41739130434782606
9	LOFC	2	0.6173913043478261	0.45217391304347826
9	LOFC	3	0.6260869565217392	0.5217391304347826
9	LOFC	4	0.5391304347826087	0.5304347826086957
9	LOFC	5	0.6086956521739131	0.45217391304347826
9	LOFC	6	0.4956521739130435	0.4782608695652174
9	LOFC	7	0.5130434782608696	0.5652173913043478
9	LOFC	8	0.5826086956521739	0.4956521739130435
9	LACIN	1	0.6	0.46956521739130436
9	LACIN	2	0.6782608695652174	0.5826086956521739
9	LACIN	3	0.5652173913043478	0.5304347826086957
9	LACIN	4	0.5478260869565217	0.5304347826086957
9	LACIN	7	0.5565217391304348	0.5391304347826087
9	LACIN	8	0.5652173913043478	0.48695652173913045
9	LSMAI	1	0.5565217391304348	0.5217391304347826
9	LASMI	2	0.5478260869565217	0.4782608695652174
9	LASMI	3	0.5304347826086957	0.4434782608695652
9	LASMI	4	0.5217391304347826	0.4956521739130435
9	LASMI	5	0.5565217391304348	0.5217391304347826
9	LASMI	6	0.6434782608695652	0.5043478260869565
9	LASMI	9	0.7391304347826086	0.6173913043478261
9	LASMI	10	0.6695652173913044	0.5565217391304348
9	LASMI	13	0.6521739130434783	0.5043478260869565
9	LASMI	14	0.7043478260869566	0.6
9	LASMI	15	0.6260869565217392	0.5652173913043478
9	LASMI	16	0.6782608695652174	0.5043478260869565
9	LSUP	1	0.6956521739130435	0.6
9	LSUP	2	0.7304347826086957	0.5652173913043478
9	LSUP	3	0.7130434782608696	0.5304347826086957
9	LSUP	4	0.7130434782608696	0.5391304347826087
9	LSUP	5	0.7304347826086957	0.5826086956521739
9	LSUP	6	0.7130434782608696	0.5304347826086957
9	LSSENS	1	0.7565217391304347	0.5565217391304348
9	LSSENS	2	0.7913043478260869	0.591304347826087
9	LSSENS	3	0.8608695652173913	0.5304347826086957
9	LSSENS	4	0.8956521739130435	0.45217391304347826
9	LSSENS	5	0.8956521739130435	0.4956521739130435
9	LSSENS	6	0.8956521739130435	0.5217391304347826
9	LSSENS	7	0.8173913043478261	0.5043478260869565
9	LSSENS	8	0.8434782608695652	0.4608695652173913
9	LTPL	1	0.5391304347826087	0.4608695652173913
9	LTPL	2	0.5739130434782609	0.5478260869565217
9	LTPL	3	0.5217391304347826	0.4956521739130435
9	LTPL	4	0.46956521739130436	0.4782608695652174
9	LTPL	5	0.6260869565217392	0.4956521739130435
9	LTPL	6	0.5652173913043478	0.46956521739130436
9	LSPL	1	0.6608695652173913	0.5652173913043478
9	LSPL	2	0.6521739130434783	0.5217391304347826
9	LSPL	3	0.6434782608695652	0.46956521739130436
9	LSPL	4	0.6608695652173913	0.4434782608695652
9	LSPL	5	0.6260869565217392	0.4956521739130435
9	LSPL	6	0.6086956521739131	0.5043478260869565
9	RAH	1	0.6	0.46956521739130436
9	RAH	2	0.5826086956521739	0.5043478260869565
9	RAH	3	0.5217391304347826	0.5043478260869565
9	RAH	4	0.5217391304347826	0.5130434782608696
9	RAH	5	0.5217391304347826	0.591304347826087
9	RAH	6	0.5304347826086957	0.5130434782608696
9	RAH	7	0.5739130434782609	0.4
9	RAH	8	0.5304347826086957	0.41739130434782606
10	LTP	1	0.5344827586206896	0.5172413793103449
10	LTP	2	0.49137931034482757	0.5517241379310345
10	LTP	3	0.5344827586206896	0.5517241379310345
10	LTP	4	0.6206896551724138	0.5258620689655172
10	LTP	5	0.603448275862069	0.5172413793103449
10	LTP	6	0.5948275862068966	0.5689655172413793
10	LENT	1	0.4482758620689655	0.3706896551724138
10	LENT	2	0.5431034482758621	0.5086206896551724
10	LENT	3	0.5775862068965517	0.49137931034482757
10	LENT	4	0.5689655172413793	0.49137931034482757
10	LENT	5	0.4482758620689655	0.5
10	LENT	6	0.5086206896551724	0.5344827586206896
10	LAMY	1	0.5517241379310345	0.5086206896551724
10	LAMY	2	0.5431034482758621	0.5172413793103449
10	LAMY	3	0.5431034482758621	0.5172413793103449
10	LAMY	4	0.5258620689655172	0.5172413793103449
10	LAMY	5	0.5948275862068966	0.5689655172413793
10	LAMY	6	0.6206896551724138	0.5603448275862069
10	LAMY	7	0.46551724137931033	0.5
10	LAMY	8	0.5431034482758621	0.5
10	LAMY	9	0.5344827586206896	0.5086206896551724
10	LAMY	10	0.4482758620689655	0.5
10	LAH	1	0.5258620689655172	0.4396551724137931
10	LAH	2	0.5517241379310345	0.5172413793103449
10	LAH	3	0.5775862068965517	0.5775862068965517
10	LAH	4	0.6293103448275862	0.5948275862068966
10	LAH	5	0.5344827586206896	0.4827586206896552
10	LAH	6	0.6379310344827587	0.5344827586206896
10	LAH	7	0.6206896551724138	0.5
10	LAH	8	0.4827586206896552	0.41379310344827586
10	LAH	9	0.45689655172413796	0.49137931034482757
10	LAH	10	0.5344827586206896	0.4482758620689655
10	LPH	1	0.5172413793103449	0.49137931034482757
10	LPH	2	0.5862068965517241	0.5086206896551724
10	LPH	3	0.5948275862068966	0.5689655172413793
10	LPH	4	0.5172413793103449	0.5775862068965517
10	LPH	5	0.5172413793103449	0.5431034482758621
10	LPH	6	0.5689655172413793	0.5258620689655172
10	LPH	7	0.5862068965517241	0.49137931034482757
10	LPH	8	0.6724137931034483	0.5
10	LPH	9	0.5862068965517241	0.4482758620689655
10	LPH	10	0.5689655172413793	0.43103448275862066
10	LPLAN	1	0.5344827586206896	0.5517241379310345
10	LPLAN	2	0.5086206896551724	0.5431034482758621
10	LPLAN	3	0.5603448275862069	0.5603448275862069
10	LPLAN	4	0.5603448275862069	0.5517241379310345
10	LPLAN	5	0.5603448275862069	0.5
10	LPLAN	6	0.5948275862068966	0.5
10	LPLAN	7	0.5258620689655172	0.5172413793103449
10	LPLAN	8	0.49137931034482757	0.5517241379310345
10	LTPO	1	0.6810344827586207	0.5
10	LTPO	2	0.5603448275862069	0.5431034482758621
10	LTPO	3	0.5086206896551724	0.5344827586206896
10	LTPO	4	0.5172413793103449	0.5603448275862069
10	LTPO	5	0.5862068965517241	0.5517241379310345
10	LTPO	6	0.6120689655172413	0.5431034482758621
10	LTPO	7	0.603448275862069	0.5086206896551724
10	LTPO	8	0.6293103448275862	0.5603448275862069
10	LPCING	1	0.6206896551724138	0.5258620689655172
10	LPCING	2	0.6551724137931034	0.5431034482758621
10	LPCING	3	0.5344827586206896	0.5172413793103449
10	LPCING	4	0.6379310344827587	0.45689655172413796
10	LPCING	7	0.6379310344827587	0.4224137931034483
10	LPCING	8	0.5775862068965517	0.5258620689655172
10	LACING	1	0.5775862068965517	0.4827586206896552
10	LACING	2	0.5689655172413793	0.4051724137931034
10	LACING	3	0.5862068965517241	0.5258620689655172
10	LACING	4	0.5948275862068966	0.5862068965517241
10	LACING	5	0.7413793103448276	0.5517241379310345
10	LACING	6	0.7844827586206896	0.5086206896551724
10	LACING	7	0.6810344827586207	0.603448275862069
10	LACING	8	0.603448275862069	0.5689655172413793
10	LOFC	1	0.5603448275862069	0.5086206896551724
10	LOFC	2	0.6120689655172413	0.43103448275862066
10	LOFC	3	0.5	0.5086206896551724
10	LOFC	4	0.5086206896551724	0.4396551724137931
10	LOFC	5	0.5603448275862069	0.5603448275862069
10	LOFC	6	0.646551724137931	0.5603448275862069
10	LOFC	7	0.5258620689655172	0.4827586206896552
10	LOFC	8	0.5948275862068966	0.5344827586206896
10	LAINS	1	0.47413793103448276	0.5258620689655172
10	LAINS	2	0.49137931034482757	0.45689655172413796
10	LAINS	3	0.6120689655172413	0.45689655172413796
10	LAINS	4	0.5775862068965517	0.46551724137931033
10	LAINS	5	0.5431034482758621	0.43103448275862066
10	LAINS	6	0.6293103448275862	0.43103448275862066
10	LAINS	7	0.5431034482758621	0.5258620689655172
10	LAINS	8	0.5517241379310345	0.49137931034482757
10	LPINS	1	0.5344827586206896	0.5
10	LPINS	2	0.5948275862068966	0.5086206896551724
10	LPINS	3	0.6379310344827587	0.47413793103448276
10	LPINS	4	0.7672413793103449	0.5
10	LPINS	7	0.6637931034482759	0.49137931034482757
10	LPINS	8	0.7413793103448276	0.4827586206896552
10	LPHG	1	0.5431034482758621	0.5258620689655172
10	LPHG	2	0.5517241379310345	0.5172413793103449
10	LPHG	3	0.6293103448275862	0.5258620689655172
10	LPHG	4	0.6206896551724138	0.5258620689655172
10	LPHG	5	0.6982758620689655	0.3879310344827586
10	LPHG	6	0.6120689655172413	0.43103448275862066
10	LPHG	7	0.6724137931034483	0.49137931034482757
10	LPHG	8	0.6293103448275862	0.3879310344827586
10	LPHG	9	0.5948275862068966	0.49137931034482757
10	LPHG	10	0.5603448275862069	0.49137931034482757
10	RTP	1	0.5862068965517241	0.49137931034482757
10	RTP	2	0.6206896551724138	0.5603448275862069
10	RTP	3	0.6379310344827587	0.5
10	RTP	4	0.5	0.46551724137931033
10	RTP	5	0.6293103448275862	0.47413793103448276
10	RTP	6	0.5603448275862069	0.5086206896551724
10	RAH	1	0.49137931034482757	0.5517241379310345
10	RAH	2	0.5689655172413793	0.4396551724137931
10	RAH	3	0.4827586206896552	0.4482758620689655
10	RAH	4	0.4827586206896552	0.5086206896551724
10	RAH	5	0.5172413793103449	0.5
10	RAH	6	0.5517241379310345	0.5086206896551724
10	RAH	7	0.6206896551724138	0.45689655172413796
10	RAH	8	0.5344827586206896	0.46551724137931033
10	RINS	1	0.6896551724137931	0.6120689655172413
10	RINS	2	0.6551724137931034	0.5689655172413793
10	RINS	3	0.5689655172413793	0.5
10	RINS	4	0.6120689655172413	0.5258620689655172
10	RINS	7	0.603448275862069	0.5689655172413793
10	RINS	8	0.603448275862069	0.46551724137931033
11	LTP	1	0.5185185185185185	0.46296296296296297
11	LTP	2	0.46296296296296297	0.5185185185185185
11	LTP	3	0.5	0.5370370370370371
11	LTP	4	0.5740740740740741	0.5
11	LTP	5	0.5185185185185185	0.5370370370370371
11	LTP	6	0.4074074074074074	0.5185185185185185
11	LTP	7	0.3888888888888889	0.5
11	LTP	8	0.5555555555555556	0.5185185185185185
11	LENT	1	0.5740740740740741	0.5370370370370371
11	LENT	2	0.6481481481481481	0.5925925925925926
11	LENT	3	0.5370370370370371	0.5370370370370371
11	LENT	4	0.46296296296296297	0.42592592592592593
11	LENT	5	0.5370370370370371	0.5185185185185185
11	LENT	6	0.5	0.42592592592592593
11	LENT	7	0.5	0.5185185185185185
11	LENT	8	0.5925925925925926	0.4074074074074074
11	LAMY	1	0.5555555555555556	0.4444444444444444
11	LAMY	2	0.4074074074074074	0.46296296296296297
11	LAMY	3	0.5185185185185185	0.5185185185185185
11	LAMY	4	0.5	0.48148148148148145
11	LAMY	5	0.48148148148148145	0.4444444444444444
11	LAMY	6	0.5	0.4074074074074074
11	LAMY	7	0.5185185185185185	0.46296296296296297
11	LAMY	8	0.5	0.46296296296296297
11	LAMY	9	0.5	0.6851851851851852
11	LAMY	10	0.5555555555555556	0.6296296296296297
11	LAMY	11	0.5555555555555556	0.5185185185185185
11	LAMY	12	0.5370370370370371	0.5925925925925926
11	LAMY	13	0.6666666666666666	0.5555555555555556
11	LAMY	14	0.6851851851851852	0.5
11	LAH	1	0.46296296296296297	0.4074074074074074
11	LAH	2	0.48148148148148145	0.46296296296296297
11	LAH	3	0.5	0.2962962962962963
11	LAH	4	0.5925925925925926	0.4444444444444444
11	LAH	5	0.5370370370370371	0.48148148148148145
11	LAH	6	0.6296296296296297	0.5
11	LAH	7	0.6851851851851852	0.5925925925925926
11	LAH	8	0.5370370370370371	0.5
11	LAH	9	0.6296296296296297	0.46296296296296297
11	LAH	10	0.6481481481481481	0.4444444444444444
11	LPH	1	0.5740740740740741	0.5370370370370371
11	LPH	2	0.5370370370370371	0.5740740740740741
11	LPH	3	0.5370370370370371	0.5740740740740741
11	LPH	4	0.5555555555555556	0.5
11	LPH	5	0.5925925925925926	0.4444444444444444
11	LPH	6	0.6111111111111112	0.46296296296296297
11	LPH	7	0.6111111111111112	0.5370370370370371
11	LPH	8	0.6666666666666666	0.48148148148148145
11	LPH	9	0.6481481481481481	0.5555555555555556
11	LPH	10	0.7222222222222222	0.5185185185185185
11	LTPO	1	0.5370370370370371	0.5740740740740741
11	LTPO	2	0.5555555555555556	0.5555555555555556
11	LTPO	3	0.6111111111111112	0.5740740740740741
11	LTPO	4	0.5555555555555556	0.5185185185185185
11	LTPO	5	0.5740740740740741	0.42592592592592593
11	LTPO	6	0.5925925925925926	0.5740740740740741
11	LTPO	7	0.5185185185185185	0.48148148148148145
11	LTPO	8	0.5555555555555556	0.5370370370370371
11	LPIT	1	0.6481481481481481	0.42592592592592593
11	LPIT	2	0.6851851851851852	0.46296296296296297
11	LPIT	3	0.48148148148148145	0.5555555555555556
11	LPIT	4	0.6111111111111112	0.46296296296296297
11	LPIT	5	0.5740740740740741	0.42592592592592593
11	LPIT	6	0.5740740740740741	0.4074074074074074
11	LPIT	7	0.5370370370370371	0.4444444444444444
11	LPIT	8	0.5555555555555556	0.46296296296296297
11	LPIT	9	0.6111111111111112	0.5555555555555556
11	LPIT	10	0.6666666666666666	0.37037037037037035
11	LSMA	2	0.7592592592592593	0.4074074074074074
11	LSMA	3	0.6111111111111112	0.6111111111111112
11	LSMA	4	0.5555555555555556	0.4444444444444444
11	LSMA	5	0.6111111111111112	0.5925925925925926
11	LSMA	6	0.6481481481481481	0.5
11	LSMA	7	0.6111111111111112	0.5185185185185185
11	LSMA	8	0.6296296296296297	0.46296296296296297
11	LSMA	9	0.7037037037037037	0.42592592592592593
11	LSMA	10	0.7777777777777778	0.37037037037037035
11	LSMA	11	0.5740740740740741	0.5555555555555556
11	LSMA	12	0.6666666666666666	0.5
11	LSMA	13	0.6481481481481481	0.5555555555555556
11	LSMA	14	0.6481481481481481	0.5555555555555556
11	RENT	1	0.48148148148148145	0.5370370370370371
11	RENT	2	0.6481481481481481	0.48148148148148145
11	RENT	3	0.7777777777777778	0.5925925925925926
11	RENT	4	0.5370370370370371	0.48148148148148145
11	RENT	7	0.5925925925925926	0.46296296296296297
11	RENT	8	0.5370370370370371	0.2962962962962963
11	RAMY	1	0.48148148148148145	0.2777777777777778
11	RAMY	2	0.3888888888888889	0.37037037037037035
11	RAMY	3	0.35185185185185186	0.3888888888888889
11	RAMY	4	0.46296296296296297	0.5370370370370371
11	RAMY	5	0.48148148148148145	0.4444444444444444
11	RAMY	6	0.3888888888888889	0.48148148148148145
11	RAMY	7	0.46296296296296297	0.35185185185185186
11	RAMY	8	0.5740740740740741	0.4444444444444444
11	RAMY	9	0.6111111111111112	0.42592592592592593
11	RAMY	10	0.5185185185185185	0.37037037037037035
11	RAMY	11	0.5555555555555556	0.35185185185185186
11	RAMY	12	0.5	0.4444444444444444
11	RAMY	13	0.5370370370370371	0.3888888888888889
11	RAMY	14	0.46296296296296297	0.42592592592592593
11	RAH	1	0.37037037037037035	0.5370370370370371
11	RAH	2	0.5740740740740741	0.5185185185185185
11	RAH	3	0.5925925925925926	0.5555555555555556
11	RAH	4	0.5370370370370371	0.5185185185185185
11	RAH	5	0.5555555555555556	0.5185185185185185
11	RAH	6	0.5370370370370371	0.5185185185185185
11	RAH	7	0.5370370370370371	0.42592592592592593
11	RAH	8	0.5370370370370371	0.4074074074074074
11	RAH	9	0.5185185185185185	0.5555555555555556
11	RAH	10	0.5370370370370371	0.6111111111111112
11	RAH	11	0.5740740740740741	0.5555555555555556
11	RAH	12	0.5185185185185185	0.3888888888888889
11	RAH	13	0.6296296296296297	0.4074074074074074
11	RAH	14	0.6111111111111112	0.35185185185185186
11	RPH	1	0.5925925925925926	0.4444444444444444
11	RPH	2	0.5555555555555556	0.46296296296296297
11	RPH	3	0.6111111111111112	0.5185185185185185
11	RPH	4	0.5740740740740741	0.4444444444444444
11	RPH	5	0.48148148148148145	0.48148148148148145
11	RPH	6	0.5740740740740741	0.37037037037037035
11	RPH	7	0.6111111111111112	0.5555555555555556
11	RPH	8	0.6851851851851852	0.5925925925925926
11	RPH	9	0.5740740740740741	0.4444444444444444
11	RPH	10	0.5	0.3888888888888889
12	LTP	1	0.4375	0.5178571428571429
12	LTP	2	0.5446428571428571	0.4732142857142857
12	LTP	3	0.48214285714285715	0.48214285714285715
12	LTP	4	0.5714285714285714	0.5
12	LTP	5	0.5357142857142857	0.42857142857142855
12	LTP	6	0.5	0.5446428571428571
12	LENT	1	0.5446428571428571	0.48214285714285715
12	LENT	2	0.5267857142857143	0.4107142857142857
12	LENT	3	0.4732142857142857	0.49107142857142855
12	LENT	4	0.48214285714285715	0.5178571428571429
12	LENT	5	0.42857142857142855	0.49107142857142855
12	LENT	6	0.5535714285714286	0.5446428571428571
12	LENT	7	0.5089285714285714	0.44642857142857145
12	LENT	8	0.5267857142857143	0.4732142857142857
12	LPC	1	0.48214285714285715	0.5178571428571429
12	LPC	2	0.5535714285714286	0.5178571428571429
12	LPC	3	0.5267857142857143	0.5
12	LPC	4	0.5803571428571429	0.5714285714285714
12	LPC	5	0.49107142857142855	0.5
12	LPC	6	0.5089285714285714	0.5089285714285714
12	LPC	7	0.5	0.5
12	LPC	8	0.5178571428571429	0.4642857142857143
12	LPHGA	1	0.5178571428571429	0.5089285714285714
12	LPHGA	2	0.5178571428571429	0.5
12	LPHGA	3	0.5	0.4375
12	LPHGA	4	0.5178571428571429	0.5357142857142857
12	LPHGA	5	0.5	0.4642857142857143
12	LPHGA	6	0.5178571428571429	0.49107142857142855
12	LPHGA	7	0.5714285714285714	0.5982142857142857
12	LPHGA	8	0.5357142857142857	0.5357142857142857
12	LPHGA	9	0.5357142857142857	0.5267857142857143
12	LPHGA	10	0.5625	0.5
12	LPHGB	1	0.5	0.49107142857142855
12	LPHGB	2	0.4375	0.4732142857142857
12	LPHGB	3	0.5714285714285714	0.44642857142857145
12	LPHGB	4	0.49107142857142855	0.49107142857142855
12	LPHGB	5	0.4375	0.4375
12	LPHGB	6	0.4732142857142857	0.45535714285714285
12	LPHGB	7	0.5535714285714286	0.48214285714285715
12	LPHGB	8	0.5	0.48214285714285715
12	LPHGB	9	0.5357142857142857	0.5982142857142857
12	LPHGB	10	0.5089285714285714	0.4732142857142857
12	LPHGB	11	0.48214285714285715	0.4732142857142857
12	LPHGB	12	0.45535714285714285	0.5535714285714286
12	LPHGB	13	0.5	0.48214285714285715
12	LPHGB	14	0.48214285714285715	0.4017857142857143
12	LSMAIN	1	0.5	0.4642857142857143
12	LSMAIN	2	0.5446428571428571	0.4642857142857143
12	LSMAIN	3	0.5535714285714286	0.4732142857142857
12	LSMAIN	4	0.5625	0.5357142857142857
12	LSMAIN	5	0.44642857142857145	0.375
12	LSMAIN	6	0.5267857142857143	0.44642857142857145
12	LSMAIN	7	0.5982142857142857	0.5267857142857143
12	LSMAIN	8	0.5089285714285714	0.5
12	LSMAIN	9	0.45535714285714285	0.5446428571428571
12	LSMAIN	10	0.5714285714285714	0.5357142857142857
12	LSMAIN	11	0.5	0.5357142857142857
12	LSMAIN	12	0.5089285714285714	0.5714285714285714
12	LSMAIN	13	0.5357142857142857	0.5178571428571429
12	LSMAIN	14	0.5	0.49107142857142855
12	LSMAIN	15	0.4642857142857143	0.49107142857142855
12	LSMAIN	16	0.5714285714285714	0.45535714285714285
12	LACING	1	0.625	0.4732142857142857
12	LACING	2	0.5	0.44642857142857145
12	LACING	3	0.5714285714285714	0.5089285714285714
12	LACING	5	0.49107142857142855	0.5625
12	LACING	6	0.5089285714285714	0.4642857142857143
12	LACING	7	0.5267857142857143	0.5357142857142857
12	LACING	8	0.5625	0.5892857142857143
12	LACING	9	0.5535714285714286	0.5
12	LACING	10	0.5089285714285714	0.5089285714285714
12	LPLNIN	1	0.5178571428571429	0.5357142857142857
12	LPLNIN	2	0.5267857142857143	0.49107142857142855
12	LPLNIN	3	0.5178571428571429	0.48214285714285715
12	LPLNIN	4	0.5446428571428571	0.5446428571428571
12	LPLNIN	5	0.5446428571428571	0.5
12	LPLNIN	6	0.5446428571428571	0.5
12	LSTGPH	1	0.5803571428571429	0.4732142857142857
12	LSTGPH	3	0.49107142857142855	0.5
12	LSTGPH	4	0.4642857142857143	0.49107142857142855
12	LSTGPH	5	0.5535714285714286	0.5357142857142857
12	LSTGPH	7	0.5178571428571429	0.49107142857142855
12	LSTGPH	8	0.5357142857142857	0.48214285714285715
12	LSTGPH	9	0.6071428571428571	0.49107142857142855
12	LSTGPH	10	0.5625	0.4732142857142857
12	LPITEM	1	0.5714285714285714	0.48214285714285715
12	LPITEM	2	0.5625	0.4017857142857143
12	LPITEM	3	0.5714285714285714	0.5535714285714286
12	LPITEM	4	0.4375	0.48214285714285715
12	LPITEM	6	0.49107142857142855	0.5
12	LPITEM	7	0.5089285714285714	0.48214285714285715
12	LPITEM	8	0.4017857142857143	0.48214285714285715
12	LPITEM	9	0.42857142857142855	0.42857142857142855
12	LPITEM	10	0.5	0.5
12	LTPO	1	0.48214285714285715	0.5535714285714286
12	LTPO	2	0.4642857142857143	0.5446428571428571
12	LTPO	3	0.5357142857142857	0.5535714285714286
12	LTPO	4	0.48214285714285715	0.45535714285714285
12	LTPO	5	0.5446428571428571	0.4375
12	LTPO	6	0.5357142857142857	0.49107142857142855
12	LTPO	7	0.5267857142857143	0.4642857142857143
12	LTPO	8	0.5089285714285714	0.42857142857142855
12	RAHIPP	1	0.5714285714285714	0.5089285714285714
12	RAHIPP	2	0.5357142857142857	0.5178571428571429
12	RAHIPP	3	0.5625	0.5
12	RAHIPP	4	0.5178571428571429	0.4732142857142857
12	RAHIPP	5	0.4642857142857143	0.5178571428571429
12	RAHIPP	8	0.5892857142857143	0.5267857142857143
12	RAHIPP	9	0.5892857142857143	0.5178571428571429
12	RAHIPP	10	0.5982142857142857	0.5267857142857143
12	RPHIPP	1	0.5803571428571429	0.49107142857142855
12	RPHIPP	2	0.6696428571428571	0.48214285714285715
12	RPHIPP	3	0.5178571428571429	0.5
12	RPHIPP	4	0.6071428571428571	0.5625
12	RPHIPP	5	0.5803571428571429	0.49107142857142855
12	RPHIPP	6	0.5535714285714286	0.5267857142857143
12	RPHIPP	7	0.48214285714285715	0.5446428571428571
12	RPHIPP	9	0.5178571428571429	0.5535714285714286
12	RPHIPP	10	0.625	0.5
