trial_number	fast_or_slow	fix_duration	isi_duration	left_or_right	keypressed	RT	fix_onset_time	fixation_time	go_time	target_duration	response_time	correct	pd_parser_sample
1	fast	0.7	0.3	right	39	2.0396	1220016.5021	0.35093	1.3091	1.6042	3.3456	0	574095
2	fast	0.6	0.4	right	39	0.86284	1220026.1291	0.31754	1.3092	1.6042	2.1689	1	583690
3	fast	0.4	0.4	left	37	1.8095	1220035.7452	0.30779	1.1081	1.6042	2.9141	0	593285
4	fast	0.7	0.7	left	37	1.148	1220045.1594	0.30837	1.7083	1.6042	2.8529	1	602698
5	fast	0.4	0.5	left	37	2.6147	1220055.1733	0.31273	1.2134	1.6042	3.8236	0	612726
6	fast	0.7	0.3	left	37	1.9074	1220064.7314	0.3075	1.3081	1.6042	3.2119	0	622271
7	fast	0.6	0.6	left	37	1.5887	1220074.3475	0.30758	1.5088	1.6042	3.094	1	631884
8	fast	0.3	0.5	left	37	0.85722	1220084.1633	0.30877	1.1089	1.6042	1.9625	1	641712
9	fast	0.4	0.6	right	39	0.90479	1220093.5806	0.30797	1.311	1.6042	2.2125	1	651124
10	fast	0.5	0.3	left	37	0.88203	1220103.2019	0.31068	1.1068	1.6042	1.9859	1	660753
11	fast	0.5	0.5	right	39	0.61322	1220112.6244	0.31063	1.3087	1.6042	1.9175	1	670165
12	fast	0.4	0.5	left	37	0.56603	1220122.24	0.30867	1.207	1.6042	1.77	1	679777
13	fast	0.5	0.7	left	37	1.0122	1220131.7577	0.30808	1.5082	1.6042	2.5165	1	689307
14	fast	0.6	0.3	right	39	0.87284	1220141.5863	0.30809	1.2104	1.6042	2.0782	1	699135
15	fast	0.5	0.4	right	39	0.83678	1220151.1022	0.30831	1.2076	1.6042	2.0413	1	708647
16	fast	0.4	0.6	right	39	0.87013	1220160.6251	0.30861	1.3067	1.6042	2.1738	1	718160
17	fast	0.4	0.3	left	37	1.1941	1220170.2525	0.30893	1.0069	1.6042	2.1978	1	727788
18	fast	0.5	0.5	right	39	0.71721	1220179.5668	0.3087	1.3074	1.6042	2.0211	1	737117
19	fast	0.7	0.6	left	37	1.0224	1220189.1807	0.30866	1.6069	1.6042	2.6262	1	746729
20	fast	0.3	0.7	right	39	0.69872	1220199.1084	0.30922	1.3073	1.6042	2.0027	1	756658
21	fast	0.3	0.5	right	39	0.85093	1220208.735	0.30963	1.1066	1.6042	1.9545	1	766270
22	fast	0.7	0.5	right	39	0.70159	1220218.1497	0.30918	1.507	1.6042	2.2054	1	775698
23	fast	0.5	0.5	left	37	0.67464	1220227.9716	0.30966	1.3064	1.6042	1.9783	1	785510
24	fast	0.6	0.3	right	39	0.68638	1220237.5973	0.30992	1.207	1.6042	1.8903	1	795139
25	fast	0.6	0.7	left	37	0.88968	1220247.1123	0.31016	1.6066	1.6042	2.4934	1	804651
26	fast	0.3	0.5	right	39	0.59905	1220257.0266	0.30974	1.1069	1.6042	1.7025	1	814563
27	fast	0.5	0.7	right	39	0.78034	1220266.4527	0.31036	1.5071	1.6042	2.2845	1	823992
28	fast	0.3	0.5	left	37	1.0296	1220276.2705	0.31012	1.107	1.6042	2.1335	1	833804
29	fast	0.4	0.3	left	37	1.1552	1220285.686	0.31281	1.0083	1.6042	2.1589	1	843233
30	fast	0.3	0.6	right	39	0.82016	1220295.0137	0.31092	1.2065	1.6042	2.0238	1	852562
31	fast	0.7	0.7	right	39	0.98911	1220304.5376	0.31342	1.7064	1.6042	2.6927	1	862074
32	fast	0.3	0.3	left	37	0.86721	1220314.5521	0.31324	0.90674	1.6042	1.7707	1	872102
33	fast	0.3	0.6	right	39	0.78035	1220323.7738	0.31087	1.2066	1.6042	1.984	1	881315
34	fast	0.7	0.5	right	39	1.9882	1220333.2901	0.31064	1.5064	1.6042	3.4918	0	890827
35	fast	0.6	0.4	left	37	0.62797	1220343.1191	0.31199	1.3073	1.6042	1.9323	1	900656
36	fast	0.7	0.6	right	39	0.57002	1220352.7472	0.31093	1.6073	1.6042	2.1738	1	910284
37	fast	0.7	0.4	right	39	0.7271	1220362.6732	0.31207	1.4061	1.6042	2.1307	1	920213
38	fast	0.6	0.7	right	39	0.5362	1220372.3893	0.31057	1.6071	1.6042	2.1403	1	929925
39	fast	0.5	0.3	left	37	1.0128	1220382.3175	0.3112	1.1068	1.6042	2.1163	1	939854
40	fast	0.5	0.4	left	37	0.79595	1220391.7561	0.31376	1.2076	1.6042	1.9997	1	949299
41	fast	0.6	0.7	left	37	0.63426	1220401.2805	0.31528	1.6066	1.6042	2.2379	1	958828
42	fast	0.7	0.7	left	37	0.96254	1220411.1977	0.31514	1.7069	1.6042	2.6662	1	968740
43	fast	0.5	0.3	right	39	0.74862	1220421.2241	0.31473	1.1106	1.6042	1.8532	1	978768
44	fast	0.7	0.3	right	39	1.0446	1220430.6484	0.31379	1.307	1.6042	2.3484	1	988197
45	fast	0.7	0.4	right	39	1.5085	1220440.2653	0.31622	1.4076	1.6042	2.9121	1	997809
46	fast	0.7	0.3	left	37	1.0601	1220449.9946	0.3122	1.3083	1.6042	2.3639	1	1007538
47	fast	0.6	0.3	right	39	0.89538	1220459.6224	0.31446	1.2069	1.6042	2.0992	1	1017167
48	fast	0.3	0.4	right	39	0.6879	1220469.1397	0.31627	1.0063	1.6042	1.6913	1	1026679
49	fast	0.7	0.5	right	39	0.67085	1220478.4655	0.31267	1.5075	1.6042	2.1749	1	1036008
50	fast	0.3	0.7	left	37	0.77545	1220488.2824	0.31246	1.3181	1.6042	2.0797	1	1045820
51	fast	0.3	0.7	left	37	1.0315	1220497.9021	0.31289	1.3067	1.6042	2.335	1	1055448
52	fast	0.4	0.4	right	39	0.64854	1220507.5279	0.3128	1.1072	1.6042	1.752	1	1065061
53	fast	0.5	0.6	left	37	1.0819	1220516.9575	0.31334	1.4066	1.6042	2.4854	1	1074489
54	fast	0.7	0.5	left	37	1.2398	1220526.6743	0.31315	1.5068	1.6042	2.7436	1	1084218
55	fast	0.6	0.7	left	37	0.83259	1220536.5049	0.31631	1.6064	1.6042	2.4362	1	1094047
56	fast	0.6	0.6	right	39	0.74866	1220546.4354	0.31295	1.5072	1.6042	2.2524	1	1103975
57	fast	0.3	0.4	left	37	1.0013	1220556.2561	0.31432	1.0078	1.6042	2.0048	1	1113787
58	fast	0.3	0.3	right	39	0.54472	1220565.5821	0.31685	0.90705	1.6042	1.4486	1	1123116
59	fast	0.3	0.3	left	37	0.47484	1220574.8237	0.31707	0.90685	1.6042	1.3785	1	1132362
60	fast	0.4	0.4	right	39	0.88719	1220584.0415	0.31436	1.107	1.6042	1.9913	1	1141574
61	fast	0.3	0.4	right	39	1.0551	1220593.4631	0.31436	1.0092	1.6042	2.059	1	1151003
62	fast	0.3	0.5	right	39	0.58982	1220602.793	0.32194	1.1065	1.6042	1.6934	1	1160332
63	fast	0.4	0.5	left	37	0.70069	1220612.22	0.32181	1.2075	1.6042	1.9053	1	1169761
64	fast	0.3	0.4	left	37	0.98439	1220621.7388	0.31473	1.0071	1.6042	1.988	1	1179273
65	fast	0.5	0.7	right	39	0.8257	1220631.0919	0.32089	1.5072	1.6042	2.3294	1	1188635
66	fast	0.7	0.4	left	37	0.64775	1220640.9144	0.31624	1.4068	1.6042	2.0512	1	1198447
67	fast	0.7	0.3	left	37	0.93107	1220650.6335	0.3157	1.3063	1.6042	2.2345	1	1208176
68	fast	0.4	0.4	left	37	0.66887	1220660.2776	0.31773	1.1062	1.6042	1.7723	1	1217821
69	fast	0.5	0.7	left	37	0.78747	1220669.7252	0.31836	1.5079	1.6042	2.2915	1	1227267
70	fast	0.3	0.7	left	37	0.71413	1220679.5496	0.31549	1.3063	1.6042	2.0174	1	1237095
71	fast	0.4	0.3	left	37	1.5896	1220689.1776	0.3153	1.0074	1.6042	2.594	1	1246707
72	fast	0.5	0.3	left	37	1.0997	1220698.5076	0.31585	1.1075	1.6042	2.2034	1	1256053
73	fast	0.4	0.5	right	39	0.77209	1220707.9282	0.31607	1.2077	1.6042	1.9761	1	1265465
74	fast	0.6	0.5	left	37	0.67596	1220717.4506	0.31832	1.4066	1.6042	2.0797	1	1274994
75	fast	0.7	0.6	left	37	0.9644	1220727.1861	0.31848	1.6133	1.6042	2.5699	1	1284723
76	slow	0.4	0.7	left	37	1.1529	1220762.6873	0.35668	1.4065	4.2779	2.5563	1	n/a
77	slow	0.5	0.6	right	39	0.81362	1220772.4062	0.3068	1.4067	4.2779	2.2174	1	n/a
78	slow	0.3	0.5	right	39	0.8585	1220782.1229	0.30695	1.1065	4.2779	1.9621	1	1339646
79	slow	0.7	0.3	right	39	1.0437	1220791.5415	0.30708	1.3068	4.2779	2.3475	1	1349075
80	slow	0.5	0.6	left	37	0.87786	1220801.1618	0.30762	1.4068	4.2779	2.2816	1	1358687
81	slow	0.6	0.7	right	39	0.56656	1220810.8786	0.30741	1.6067	4.2779	2.1703	1	1368399
82	slow	0.4	0.7	right	39	1.0473	1220820.7976	0.30776	1.4066	4.2779	2.451	1	1378328
83	slow	0.4	0.3	left	37	1.1173	1220830.5157	0.30747	1.007	4.2779	2.1212	1	1388040
84	slow	0.6	0.7	right	39	1.132	1220839.8334	0.30787	1.6061	4.2779	2.7355	1	1397352
85	slow	0.5	0.5	right	39	0.60714	1220849.7507	0.30795	1.3068	4.2779	1.911	1	1407281
86	slow	0.5	0.5	left	37	0.78717	1220859.3692	0.30776	1.3068	4.2779	2.0909	1	1416893
87	slow	0.6	0.4	right	39	0.59694	1220868.9927	0.30864	1.3068	4.2779	1.9008	1	1426522
88	slow	0.5	0.4	right	39	0.84132	1220878.6104	0.31286	1.2071	4.2779	2.0451	1	1436134
89	slow	0.4	0.3	right	39	0.85488	1220888.1317	0.30837	1.0071	4.2779	1.8586	1	1445663
90	slow	0.6	0.7	left	37	0.91228	1220897.449	0.30874	1.6071	4.2779	2.5161	1	1454975
91	slow	0.4	0.5	left	37	0.81423	1220907.3771	0.30982	1.2066	4.2779	2.0179	1	1464903
92	slow	0.4	0.4	left	37	0.85289	1220916.8964	0.30837	1.1072	4.2779	1.9571	1	1474415
93	slow	0.4	0.4	left	37	0.80358	1220926.3159	0.30871	1.1068	4.2779	1.9073	1	1483844
94	slow	0.6	0.4	right	39	0.56522	1220935.7358	0.30928	1.3068	4.2779	1.8689	1	1493257
95	slow	0.6	0.4	left	37	0.94813	1220945.3561	0.31048	1.3079	4.2779	2.2519	1	1502885
96	slow	0.5	0.5	right	39	0.72166	1220954.9753	0.31087	1.3068	4.2779	2.0254	1	1512497
97	slow	0.4	0.6	left	37	0.58904	1220964.5946	0.30914	1.3066	4.2779	1.8927	1	1522126
98	slow	0.5	0.4	right	39	0.56273	1220974.2149	0.30972	1.2066	4.2779	1.7663	1	1531738
99	slow	0.7	0.7	right	39	0.65136	1220983.7346	0.30927	1.7065	4.2779	2.3548	1	1541267
100	slow	0.6	0.3	left	37	0.74249	1220993.7535	0.30973	1.2068	4.2779	1.9459	1	1551279
101	slow	0.4	0.3	right	39	0.60722	1221003.2754	0.30953	1.0063	4.2779	1.6108	1	1560808
102	slow	0.3	0.6	right	39	0.68141	1221012.597	0.30967	1.2075	4.2779	1.8851	1	1570120
103	slow	0.4	0.5	left	37	0.69325	1221022.1191	0.30949	1.2068	4.2779	1.8968	1	1579649
104	slow	0.6	0.7	left	37	0.98991	1221031.6389	0.31028	1.6076	4.2779	2.5937	1	1589161
105	slow	0.4	0.4	left	37	0.84494	1221041.5593	0.31042	1.1078	4.2779	1.9488	1	1599089
106	slow	0.3	0.4	left	37	0.88743	1221050.9811	0.31003	1.0073	4.2779	1.8913	1	1608502
107	slow	0.7	0.4	left	37	0.89681	1221060.3043	0.3119	1.4067	4.2779	2.3005	1	n/a
108	slow	0.7	0.7	left	37	0.79038	1221070.0238	0.31117	1.7066	4.2779	2.4941	1	n/a
109	slow	0.5	0.6	right	39	0.57651	1221080.0486	0.31105	1.4096	4.2779	1.9806	1	1637571
110	slow	0.4	0.5	right	39	0.85133	1221089.7718	0.31122	1.2079	4.2779	2.0561	1	1647300
111	slow	0.3	0.7	left	37	1.0988	1221099.3038	0.31284	1.3067	4.2779	2.4025	1	1656829
112	slow	0.6	0.5	left	37	0.87349	1221108.9249	0.31082	1.4069	4.2779	2.2772	1	1666457
113	slow	0.3	0.3	right	39	0.58735	1221118.6458	0.31114	0.90629	4.2779	1.4909	1	1676169
114	slow	0.5	0.6	right	39	0.7954	1221127.8678	0.31083	1.4067	4.2779	2.1989	1	1685398
115	slow	0.6	0.5	left	37	0.97555	1221137.5886	0.31191	1.4068	4.2779	2.3791	1	1695110
116	slow	0.3	0.7	left	37	0.60029	1221147.3081	0.31146	1.3064	4.2779	1.9038	1	1704839
117	slow	0.3	0.3	right	39	1.7222	1221156.9293	0.31188	0.90849	4.2779	2.6257	1	1714451
118	slow	0.5	0.4	left	37	0.94454	1221166.1616	0.31492	1.2066	4.2779	2.1482	1	1723697
119	slow	0.3	0.5	left	37	0.76227	1221175.6835	0.31183	1.1072	4.2779	1.8659	1	1733209
120	slow	0.4	0.4	right	39	1.0545	1221185.1188	0.3146	1.1072	4.2779	2.1584	1	1742638
121	slow	0.5	0.5	left	37	0.64328	1221194.5528	0.31424	1.3081	4.2779	1.9484	1	1752083
122	slow	0.5	0.5	left	37	0.8133	1221204.1824	0.31619	1.3076	4.2779	2.1174	1	1761712
123	slow	0.5	0.7	left	37	0.74819	1221213.8054	0.31323	1.5067	4.2779	2.2518	1	1771324
124	slow	0.7	0.6	left	37	0.81424	1221223.6267	0.31289	1.6079	4.2779	2.4182	1	1781153
125	slow	0.6	0.7	right	39	0.66385	1221233.5504	0.31322	1.6071	4.2779	2.268	1	1791081
126	slow	0.3	0.7	left	37	0.8343	1221243.4716	0.31311	1.3071	4.2779	2.1379	1	1800993
127	slow	0.6	0.5	right	39	0.50569	1221253.0983	0.31298	1.4178	4.2779	1.9096	1	1810622
128	slow	0.5	0.6	left	37	0.89578	1221262.8253	0.31333	1.406	4.2779	2.2992	1	1820351
129	slow	0.7	0.6	left	37	1.0108	1221272.5486	0.31291	1.6077	4.2779	2.6146	1	1830080
130	slow	0.5	0.4	right	39	0.80283	1221282.4735	0.31661	1.2074	4.2779	2.0069	1	1839991
131	slow	0.5	0.6	right	39	0.55983	1221292.0089	0.31727	1.4068	4.2779	1.9636	1	1849537
132	slow	0.4	0.3	left	37	0.52595	1221301.7305	0.31387	1.007	4.2779	1.5299	1	1859249
133	slow	0.4	0.5	left	37	0.83826	1221311.057	0.3136	1.2071	4.2779	2.042	1	1868578
134	slow	0.3	0.5	right	39	0.66354	1221320.5868	0.3135	1.1068	4.2779	1.7672	1	1878106
135	slow	0.4	0.6	right	39	1.3698	1221330.0112	0.31627	1.3096	4.2779	2.6737	1	1887535
136	slow	0.4	0.6	left	37	0.65327	1221339.6348	0.3145	1.3071	4.2779	1.9573	1	1897164
137	slow	0.3	0.7	right	39	0.80836	1221349.2706	0.31734	1.3122	4.2779	2.1122	1	1906793
138	slow	0.6	0.3	left	37	1.0831	1221358.894	0.31464	1.2078	4.2779	2.2867	1	1916422
139	slow	0.7	0.6	right	39	0.74234	1221368.418	0.31433	1.6068	4.2779	2.3462	1	n/a
140	slow	0.7	0.3	right	39	0.70152	1221378.3453	0.31525	1.3117	4.2779	2.0052	1	n/a
141	slow	0.7	0.7	left	37	0.96684	1221387.9711	0.31902	1.7074	4.2779	2.671	1	n/a
142	slow	0.5	0.6	right	39	0.70202	1221398.0055	0.31962	1.4085	4.2779	2.1063	1	n/a
143	slow	0.6	0.7	right	39	0.56139	1221407.7289	0.31587	1.6076	4.2779	2.1649	1	n/a
144	slow	0.7	0.7	left	37	0.53877	1221417.6828	0.32305	1.7074	4.2779	2.2426	1	n/a
145	slow	0.6	0.6	right	39	0.52923	1221427.7087	0.3157	1.5072	4.2779	2.0331	1	n/a
146	slow	0.6	0.6	left	37	0.69439	1221437.5469	0.31876	1.5064	4.2779	2.1977	1	n/a
147	slow	0.5	0.4	left	37	0.86377	1221447.3862	0.31896	1.2074	4.2779	2.0678	1	n/a
148	slow	0.3	0.3	left	37	0.8037	1221456.915	0.32115	0.90569	4.2779	1.7068	1	n/a
149	slow	0.7	0.7	right	39	0.48618	1221466.1522	0.31992	1.7071	4.2779	2.1901	1	n/a
150	slow	0.3	0.3	right	39	0.66883	1221476.1779	0.31864	0.90644	4.2779	1.5723	1	n/a
151	fast	0.4	0.3	right	39	1.519	1221540.9368	0.36182	1.0068	1.6042	2.5228	1	n/a
152	fast	0.5	0.6	right	39	0.70771	1221550.2604	0.30678	1.4066	1.6042	2.1113	1	n/a
153	fast	0.5	0.5	right	39	0.86884	1221559.9853	0.30692	1.308	1.6042	2.1722	1	n/a
154	fast	0.5	0.7	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
155	fast	0.6	0.5	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
156	fast	0.7	0.3	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
157	fast	0.6	0.5	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
158	fast	0.4	0.5	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
159	fast	0.3	0.7	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
160	fast	0.3	0.4	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
161	fast	0.7	0.5	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
162	fast	0.7	0.7	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
163	fast	0.7	0.3	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
164	fast	0.3	0.3	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
165	fast	0.6	0.4	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
166	fast	0.5	0.6	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
167	fast	0.7	0.4	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
168	fast	0.4	0.3	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
169	fast	0.3	0.5	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
170	fast	0.7	0.4	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
171	fast	0.3	0.3	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
172	fast	0.7	0.5	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
173	fast	0.6	0.7	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
174	fast	0.6	0.5	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
175	fast	0.5	0.4	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
176	fast	0.5	0.6	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
177	fast	0.4	0.7	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
178	fast	0.3	0.6	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
179	fast	0.7	0.6	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
180	fast	0.3	0.7	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
181	fast	0.6	0.5	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
182	fast	0.7	0.6	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
183	fast	0.6	0.3	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
184	fast	0.3	0.4	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
185	fast	0.6	0.6	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
186	fast	0.5	0.3	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
187	fast	0.5	0.4	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
188	fast	0.6	0.6	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
189	fast	0.7	0.4	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
190	fast	0.7	0.6	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
191	fast	0.4	0.6	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
192	fast	0.6	0.4	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
193	fast	0.3	0.6	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
194	fast	0.6	0.4	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
195	fast	0.7	0.4	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
196	fast	0.6	0.5	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
197	fast	0.3	0.6	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
198	fast	0.3	0.3	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
199	fast	0.4	0.5	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
200	fast	0.5	0.7	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
201	fast	0.7	0.6	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
202	fast	0.4	0.7	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
203	fast	0.3	0.4	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
204	fast	0.6	0.7	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
205	fast	0.5	0.6	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
206	fast	0.4	0.4	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
207	fast	0.4	0.7	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
208	fast	0.3	0.4	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
209	fast	0.3	0.6	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
210	fast	0.7	0.7	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
211	fast	0.5	0.7	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
212	fast	0.6	0.5	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
213	fast	0.3	0.4	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
214	fast	0.4	0.5	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
215	fast	0.4	0.6	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
216	fast	0.3	0.4	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
217	fast	0.3	0.5	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
218	fast	0.6	0.6	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
219	fast	0.4	0.6	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
220	fast	0.5	0.6	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
221	fast	0.3	0.6	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
222	fast	0.6	0.5	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
223	fast	0.7	0.5	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
224	fast	0.3	0.4	left	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
225	fast	0.5	0.4	right	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a
